NCT_Number,Title,Sponsor,Status,Phases,Conditions
NCT04646187,De-escalation of Anti-TNF Therapy in Inflammatory Bowel Disease,University Medical Center Groningen,ENROLLING_BY_INVITATION,PHASE4,"Inflammatory Bowel Diseases | Crohn Disease | Colitis, Ulcerative"
NCT04798287,Safety of TofAcitinib in Routine Care Patients With Rheumatoid Arthritis (STAR-RA)-Cancer Endpoints,Brigham and Women's Hospital,COMPLETED,N/A,Rheumatoid Arthritis
NCT03311464,A Study Assessing the Efficacy and Safety of Adalimumab in Active Ulcer(s) of Pyoderma Gangrenosum in Participants in Japan,AbbVie,COMPLETED,PHASE3,Pyoderma Gangrenosum
NCT07041112,Ten-Year Biologic Drug Survival in Psoriasis: Role of Genetic and Cardiometabolic Predictors,Juan Ruano Ruiz,COMPLETED,N/A,Psoriasis | Psoriatic Arthritis (PsA) | Cardiovascular Risk Factors | Metabolic Syndrome (MetS) | Drug Survival | Pharmacogenetics
NCT02808975,Safety and Efficacy of Adalimumab (Humira) for Hidradenitis Suppurativa (HS) Peri-Surgically,AbbVie,COMPLETED,PHASE4,Hidradenitis Suppurativa (HS)
NCT01613963,Causes of Visual Loss in Retinal Disease,Royal Surrey County Hospital NHS Foundation Trust,UNKNOWN,N/A,Uveitis | Scleritis
NCT02674308,Entyvio (Vedolizumab) Long Term Safety Study,Takeda,COMPLETED,N/A,Ulcerative Colitis and Crohn's Disease
NCT02075697,Spanish Registry of Systemic Treatments in Psoriasis,Fundación Academia Española de Dermatología,UNKNOWN,N/A,Psoriasis
NCT02376478,On the Impact of Therapeutic Tumor Necrosis Factor-alpha Inhibition on Anogenital Human Papillomavirus Infection,Medical University of Vienna,COMPLETED,N/A,Psoriasis | Inflammatory Bowel Diseases
NCT02087878,"A Blood and Tissue Sample Collection Study of Patients Who Have Inflammatory Bowel Disease, Who Have Been Treated With Adalimumab and Who Developed Hepatosplenic T-Cell Lymphoma",AbbVie,WITHDRAWN,N/A,Crohn's Disease | Ulcerative Colitis (UC) | Hepatosplenic T-Cell Lymphoma
NCT07529925,A Clinical Trail of Adalimumab in Treating Chinese Children With Severe Plaque Psoriasis,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",NOT_YET_RECRUITING,PHASE4,Severe Plaque Psoriasis in Chinese Children
NCT01086033,A 3-year Study Following up Patients With Moderate to Severe Rheumatoid Arthritis Treated With Humira in Greece,"AbbVie (prior sponsor, Abbott)",COMPLETED,N/A,Rheumatoid Arthritis
NCT06926478,Subconjunctival Humira for Boston Keratoprosthesis,Massachusetts Eye and Ear Infirmary,NOT_YET_RECRUITING,PHASE1,Penetrating Keratoplasty | Multiple Graft Failure | Ocular Cicatricial Pemphigoid | Stevens-Johnson Syndrome
NCT00296894,Study to Evaluate the Efficacy of Adalimumab in Patients With Erosive Osteoarthritis of the Interphalangeal Finger Joints,"University Hospital, Ghent",COMPLETED,PHASE2,Erosive Osteo-Arthritis
NCT02198651,"A Phase 4 Trial Assessing the ImPact of Residual Inflammation Detected Via Imaging TEchniques, Drug Levels and Patient Characteristics on the Outcome of Dose TaperIng of Adalimumab in Clinical Remission Rheumatoid ArThritis (RA) Subjects",AbbVie,COMPLETED,PHASE4,Rheumatoid Arthritis | Musculoskeletal and Connective Tissue Diseases
NCT01155570,Special Investigation in Patients With Psoriasis Vulgaris and Psoriatic Arthritis (All Patients Investigation),"AbbVie (prior sponsor, Abbott)",COMPLETED,N/A,Psoriasis
NCT00448383,A Study to Assess the Safety and Efficacy of Adalimumab When Added to Inadequate Standard Anti-Rheumatic Therapy in Patients With Active Rheumatoid Arthritis,Abbott,COMPLETED,PHASE3,Rheumatoid Arthritis
NCT05238896,BARIcitinib Cognitive Emotional and Neural signaTuRE,Assistance Publique - Hôpitaux de Paris,TERMINATED,PHASE4,Rheumatoid Arthritis
NCT00235820,Safety and Efficacy of Adalimumab to Methotrexate and Placebo in Subjects With Moderate to Severe Chronic Plaque Psoriasis,Abbott,COMPLETED,PHASE3,Psoriasis
NCT02745080,Efficacy of Secukinumab Compared to Adalimumab in Patients With Psoriatic Arthritis,Novartis Pharmaceuticals,COMPLETED,PHASE3,Psoriatic Arthritis
NCT04514796,"Pharmacokinetics, Safety, Tolerability, and Immunogenicity of Two Formulations of SB5 in Healthy Male Subjects","Samsung Bioepis Co., Ltd.",COMPLETED,PHASE1,Healthy
NCT05530122,Prognosis in UC After First Biological,Tampere University Hospital,COMPLETED,N/A,Ulcerative Colitis
NCT07140666,Analysis of Influence Factors on Osteopenia in Different Treatment of Psoriasis,Chongli Yu,COMPLETED,N/A,Psoriasis
NCT01078090,Effectiveness and Safety of Adalimumab in Rheumatoid Arthritis Patients in Routine Clinical Practice,"AbbVie (prior sponsor, Abbott)",COMPLETED,N/A,Rheumatoid Arthritis
NCT01329380,Special Investigation in Patients With Ankylosing Spondylitis (All Patients Investigation),AbbVie,COMPLETED,N/A,Ankylosing Spondylitis
NCT01758705,Post Marketing Observational Study on Venezuelan Patients With Psoriasis,"AbbVie (prior sponsor, Abbott)",WITHDRAWN,N/A,Moderate to Severe Chronic Plaque Psoriasis
NCT00647491,A Study of Adalimumab in Adult Japanese Subjects With Rheumatoid Arthritis,Abbott,COMPLETED,PHASE2 | PHASE3,Rheumatoid Arthritis
NCT02353780,"Mechanistic Studies of B- and T-Cell Function in RA Patients Treated With TNF Antagonists, Tocilizumab, or Abatacept",Dr. Larry W. Moreland,TERMINATED,PHASE4,Rheumatoid Arthritis (RA)
NCT05386290,A Multicentered Prospective Cohort Study of Chinese IBD Patients,Peking Union Medical College Hospital,UNKNOWN,N/A,Ulcerative Colitis | Crohn Disease
NCT03172325,Study to Demonstrate Non-Inferior Efficacy and Safety of CinnoRA® Versus Humira® for Treatment of Active RA,Cinnagen,COMPLETED,PHASE3,Active Rheumatoid Arthritis
NCT04399382,A Clinical Study to Evaluate the Efficacy of Biologics in SpA,The University of Hong Kong-Shenzhen Hospital,UNKNOWN,N/A,Spondyloarthritis (SpA)
NCT03306446,Changing the coUrse of cRohn's Disease With an Early Use of Adalimumab,Groupe d'Etude Therapeutique des Affections Inflammatoires Digestives,UNKNOWN,PHASE4,CD
NCT02764762,Triple Combination Therapy in High Risk Crohn's Disease (CD),Takeda,COMPLETED,PHASE4,Crohn Disease
NCT02065570,Study to Evaluate Efficacy and Safety of Two Drug Regimens in Subjects With Moderate to Severe Crohn's Disease,AbbVie,COMPLETED,PHASE3,Crohn's Disease
NCT02499783,Study to Evaluate the Safety and Efficacy of Adalimumab in Chinese Subjects With Moderate to Severe Crohn's Disease,AbbVie,COMPLETED,PHASE3,Crohn's Disease
NCT02581345,Phase 3 Study of M923 and Humira® in Subjects With Chronic Plaque-type Psoriasis,"Momenta Pharmaceuticals, Inc.",COMPLETED,PHASE3,Chronic Plaque Psoriasis | Psoriasis
NCT01346488,Special Investigation in Patients With Rheumatoid Arthritis (Working Productivity Activity Impairment),"AbbVie (prior sponsor, Abbott)",COMPLETED,N/A,Rheumatoid Arthritis
NCT02171429,A Study Comparing the Efficacy and Safety of Etrolizumab With Adalimumab and Placebo in Participants With Moderate to Severe Ulcerative Colitis (UC) in Participants Naive to Tumor Necrosis Factor (TNF) Inhibitors,Hoffmann-La Roche,COMPLETED,PHASE3,Ulcerative Colitis
NCT03808506,Relationship Between Baseline Burden of Disease and TDM in Ulcerative Colitis,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,WITHDRAWN,N/A,Ulcerative Colitis
NCT00233571,A Long Term Roll-over Study to Investigate the Efficacy and Safety of Adalimumab Given Long-term to Patients With Rheumatoid Arthritis,Abbott,COMPLETED,PHASE3,Rheumatoid Arthritis
NCT01078571,Safety and Effectiveness of Adalimumab in Patients Diagnosed With Rheumatoid Arthritis,Abbott,COMPLETED,N/A,Rheumatoid Arthritis
NCT01251614,"A Double Blind Study in Pediatric Subjects With Chronic Plaque Psoriasis, Studying Adalimumab vs. Methotrexate","AbbVie (prior sponsor, Abbott)",COMPLETED,PHASE3,Plaque Psoriasis
NCT01870284,Study of Ixekizumab in Participants With Active Ankylosing Spondylitis (AS),Eli Lilly and Company,WITHDRAWN,PHASE3,"Spondylitis, Ankylosing"
NCT05120687,Corticosteroid Combining Noncorticosteroid Systemic Immunomodulatory Therapy in VKH,Sun Yat-sen University,UNKNOWN,N/A,Vogt Koyanagi Harada Disease (VKH)
NCT04047121,A Study to Evaluate Patient Characteristics and Treatment Patterns Among Rheumatoid Arthritis Patients,Pfizer,COMPLETED,N/A,Rheumatoid Arthritis
NCT03221621,Cost-effectiveness of Adalimumab and Surgery vs Adalimumab in HS,Erasmus Medical Center,UNKNOWN,PHASE4,Hidradenitis Suppurativa
NCT02912247,Comparative Clinical Trial to Evaluate Bioequivalency and Safety of Monoclonal Antibody Injection and Adalimumab in Chinese Healthy Volunteers,Innovent Biologics (Suzhou) Co. Ltd.,COMPLETED,PHASE1,Healthy
NCT02414633,Special Investigation in Patients With Psoriatic Arthritis (PsA) (Working Productivity and Activity Impairment [WPAI]),AbbVie,COMPLETED,N/A,Psoriatic Arthritis
NCT01029847,Adalimumab in Axial Spondyloarthritis (ASIM) - MRI and Biomarkers in Patients With Spondyloarthritis,"Rigshospitalet, Denmark",COMPLETED,PHASE4,Spondyloarthritis
NCT07013838,The Efficacy and Safety of Deucravacitinib in Takayasu's Arteritis,Chinese SLE Treatment And Research Group,NOT_YET_RECRUITING,PHASE4,Takayasu Arteritis (TAK)
NCT02852850,In Vivo Molecular Imaging Predicts Therapeutic Response in Ulcerative Colitis,Shandong University,UNKNOWN,N/A,Ulcerative Colitis
NCT01543204,Etanercept Treatment in Patients With Moderate to Severe Plaque Psoriasis Who Lost Response to Adalimumab,Amgen,TERMINATED,PHASE4,Psoriasis
NCT00646191,Study of the Safety and Efficacy of Adalimumab in Subjects With Moderate to Severe Chronic Plaque Psoriasis,Abbott,COMPLETED,PHASE2,Psoriasis
NCT00195689,Safety and Efficacy of Adalimumab in Patients With Moderate to Severely Active Psoriatic Arthritis,Abbott,COMPLETED,PHASE3,Psoriatic Arthritis
NCT05405465,Effectiveness of Golimumab in Patients With Ulcerative Colitis: Results of a Real-life Study in Switzerland,University of Zurich,COMPLETED,N/A,"Ulcerative Colitis | Flare Up, Symptom"
NCT04115748,Study to Evaluate the Efficacy and Safety of Filgotinib in Participants With Active Psoriatic Arthritis Who Are Naive to Biologic DMARD Therapy,Gilead Sciences,TERMINATED,PHASE3,Psoriatic Arthritis
NCT00314665,Use of Thalidomide in Chronic Uveitis,University of Cincinnati,TERMINATED,PHASE4,Uveitis
NCT03273192,A Study Of CinnoRA (Adalimumab-CinnaGen) And Adalimumab (Humira) In Healthy Subjects,Cinnagen,COMPLETED,PHASE1,Bioequivalence | Phase 1
NCT01435265,Nurse Education in Subjects With Psoriasis Undergoing Treatment With Adalimumab,Wake Forest University Health Sciences,COMPLETED,NA,Psoriasis
NCT03847467,Pilot and Feasibility Study of 2'-FL as a Dietary Supplement in IBD Patients Receiving Stable Maintenance Anti-TNF Therapy,"Children's Hospital Medical Center, Cincinnati",RECRUITING,PHASE1 | PHASE2,Inflammatory Bowel Diseases | Crohn Disease | Ulcerative Colitis
NCT01169987,Evaluation of Humira Retention Rate in Psoriasis Patients in Daily Practice and Assessment of Work Productivity and Quality of Life,"AbbVie (prior sponsor, Abbott)",COMPLETED,N/A,Psoriasis
NCT00603993,Self-injection of Adalimumab in Adult Japanese Subjects With Rheumatoid Arthritis,Abbott,COMPLETED,PHASE3,Rheumatoid Arthritis
NCT00689728,A Study for Patients With Rheumatoid Arthritis on Methotrexate (MTX) With an Inadequate Response to TNFα Inhibitor Therapy,Eli Lilly and Company,COMPLETED,PHASE2,"Arthritis, Rheumatoid"
NCT02850965,"Efficacy, Safety and Immunogenicity of BI 695501 Versus Humira® in Patients With Moderate to Severe Chronic Plaque Psoriasis",Boehringer Ingelheim,COMPLETED,PHASE3,Psoriasis
NCT02092467,Safety Study Of Tofacitinib Versus Tumor Necrosis Factor (TNF) Inhibitor In Subjects With Rheumatoid Arthritis,Pfizer,COMPLETED,PHASE4,"Arthritis, Rheumatoid"
NCT02634060,Home basEd faecaL calProtectin Measurements Predicting Adalimumab Induction Destiny,Universitaire Ziekenhuizen KU Leuven,COMPLETED,NA,"Crohn Disease | Colitis, Ulcerative"
NCT03210259,The VOLTAIRE-X Trial Looks at the Effect of Switching Between Humira® and BI 695501 in Patients With Plaque Psoriasis,Boehringer Ingelheim,COMPLETED,PHASE3,Psoriasis
NCT01644396,"An Open-Label, Prospective Study to Assess the Safety and Effectiveness of Adalimumab in Patients With Moderate to Severe Plaque Psoriasis in the Russian Federation","AbbVie (prior sponsor, Abbott)",COMPLETED,PHASE4,Moderate to Severe Plaque Psoriasis
NCT00574249,Adalimumab in Combination With Topical Treatment (Calcipotriol/Betamethasone) in Subjects With Moderate to Severe Psoriasis and Insufficient Response to Classic Systemic Treatment,Abbott,COMPLETED,PHASE3,Chronic Plaque Psoriasis
NCT03580876,Addition of Azathioprine in IBD Patients With Immunogenic Failure,"Védrines, Philippe, M.D.",UNKNOWN,PHASE4,Clinical Failure After Switch
NCT03823391,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of ABBV-3373 in Participants With Moderate to Severe Rheumatoid Arthritis (RA)",AbbVie,COMPLETED,PHASE2,Rheumatoid Arthritis (RA)
NCT01722214,Trial on the Effect of Adalimumab on Vascular Inflammation in Patients With Psoriasis,Innovaderm Research Inc.,COMPLETED,PHASE4,Psoriasis | Vascular Inflammation | Coronary Atherosclerosis
NCT00385736,Efficacy and Safety of Adalimumab in Subjects With Moderately to Severely Acute Ulcerative Colitis,Abbott,COMPLETED,PHASE3,Ulcerative Colitis
NCT01604629,Evaluation of a Protocol for Dose Reduction in Patients With Spondylarthropathies and Clinical Remission With Anti-TNF,Spanish Clinical Pharmacology Society,COMPLETED,PHASE4,Spondylarthropathies
NCT07172945,Research and Follow-up of the Determinants of the Progression and Complications of Inflammatory Bowel Diseases Treated or Not With Immunosuppressants.,Assistance Publique - Hôpitaux de Paris,NOT_YET_RECRUITING,NA,Crohn | Ulcerative Colitis (UC) | IBD (Inflammatory Bowel Disease)
NCT00538902,Safety and Efficacy Study of Adalimumab in Adult Chinese Rheumatoid Arthritis Subjects Treated With Methotrexate,Abbott,COMPLETED,PHASE2 | PHASE3,Rheumatoid Arthritis
NCT06849739,Study on the Correlation and Consistency of Measuring Biologic Drug Plasma Concentrations Based on Different Detection Methods,"Nanfang Hospital, Southern Medical University",NOT_YET_RECRUITING,N/A,Inflammatory Bowel Diseases
NCT03248531,"A Study to Test the Efficacy, Safety and Pharmacokinetics of Bimekizumab in Subjects With Moderate to Severe Hidradenitis Suppurativa.",UCB Biopharma SRL,COMPLETED,PHASE2,Hidradenitis Suppurativa
NCT02640612,Long-term Assessment of Safety and Efficacy of BI 695501 in Patients With Rheumatoid Arthritis,Boehringer Ingelheim,COMPLETED,PHASE3,"Arthritis, Rheumatoid"
NCT04705844,Study of Adalimumab or Placebo in Patients With Mild to Moderate COVID-19 (COMBAAT),"Alachua Government Services, Inc.",WITHDRAWN,PHASE3,Mild to Moderate COVID-19
NCT05291039,Infliximab and Adalimumab in Inflammatory Bowel Disease Patients.,Rehab Werida,COMPLETED,NA,Inflammatory Bowel Diseases
NCT01126541,SMART Study: A Study of Re-treatment With MabThera (Rituximab) in Patients With Rheumatoid Arthritis Who Have Failed on Anti-TNF Alfa Therapy,Hoffmann-La Roche,COMPLETED,PHASE3,Rheumatoid Arthritis
NCT02533375,Study to Investigate Efficacy and Safety of Adalimumab in Japanese Subjects With Generalized Pustular Psoriasis (GPP),AbbVie,COMPLETED,PHASE3,Generalized Pustular Psoriasis (GPP) | Adalimumab | Japanese
NCT00085995,Progression of Spinal Fusion in Ankylosing Spondylitis,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),COMPLETED,N/A,Ankylosing Spondylitis
NCT00724672,A Study of Immune Cells in Patients With Rheumatoid Arthritis During Different Types of Anti-TNF Alpha Treatments (Study P05521),Merck Sharp & Dohme LLC,WITHDRAWN,N/A,Rheumatoid Arthritis
NCT02019472,A Study Comparing Sirukumab (CNTO 136) Monotherapy With Adalimumab (HUMIRA®) Monotherapy in the Treatment of Active Rheumatoid Arthritis,"Janssen Research & Development, LLC",COMPLETED,PHASE3,"Arthritis, Rheumatoid"
NCT03352622,Pharmacogenomic in Colombian Patients With Rheumatoid Arthritis,Universidad de Antioquia,UNKNOWN,NA,Pharmacological Action
NCT00124982,Study of Abatacept (BMS-188667) in Subjects With Active Rheumatoid Arthritis on Background Non-biologic DMARDS (Disease Modifying Antirheumatic Drugs) Who Have an Inadequate Response to Anti-TNF Therapy,Bristol-Myers Squibb,COMPLETED,PHASE3,Rheumatoid Arthritis
NCT07111273,DYNAMIC-UC: Early qFIT and Calprotectin Change Predicting Relapse in Biologic-Naive Ulcerative Colitis,Qilu Hospital of Shandong University,NOT_YET_RECRUITING,N/A,Ulcerative Colitis (UC) | Fecal Calprotetin | FIT | Biomarker
NCT01138657,Efficacy and Safety of Adalimumab in Patients With Active Uveitis,"AbbVie (prior sponsor, Abbott)",COMPLETED,PHASE3,Uveitis
NCT01781481,The Pediatric Intermed: A New Clinical Decision Making Tool,Children's Hospital of Eastern Ontario,COMPLETED,N/A,Inflammatory Bowel Disease
NCT06833112,Interleukin-17 (IL-17) Inhibitor in Combination With Tumor Necrosis Factor α (TNFα )Inhibitor for the Treatment of Ankylosing Spondylitis,The Affiliated Hospital Of Guizhou Medical University,NOT_YET_RECRUITING,PHASE4,Ankylosing Spondylitis
NCT01004432,Golimumab in Rheumatoid Arthritis Participants With an Inadequate Response to Etanercept (ENBREL) or Adalimumab (HUMIRA),"Janssen Biotech, Inc.",COMPLETED,PHASE3,"Arthritis | Arthritis, Rheumatoid | Autoimmune Diseases"
NCT02696785,A Study of Ixekizumab (LY2439821) in bDMARD-Naive Participants With Radiographic Axial Spondyloarthritis,Eli Lilly and Company,COMPLETED,PHASE3,Spondyloarthritis
NCT01163292,Special Investigation (Follow-up Survey of the Study of Adalimumab (D2E7) for Prevention of Joint Destruction in Patients With Rheumatoid Arthritis in Japan (M06-859 (NCT00870467)),"AbbVie (prior sponsor, Abbott)",COMPLETED,N/A,Rheumatoid Arthritis
NCT02820038,Enhancing Patient Ability to Understand and Utilize Complex Information Concerning Medication Self-management,"University of North Carolina, Chapel Hill",COMPLETED,NA,Rheumatoid Arthritis
NCT02141984,Surveillance of Humira in Korean JIA Patients,AbbVie,COMPLETED,N/A,Polyarticular Juvenile Idiopathic Arthritis
NCT00853385,"A Phase 3 Study Comparing 2 Doses Of CP-690,550 And The Active Comparator, Humira (Adalimumab) Vs. Placebo For Treatment Of Rheumatoid Arthritis",Pfizer,COMPLETED,PHASE3,Rheumatoid Arthritis
NCT01295814,Efficacy Study of Adalimumab to Treat Interstitial Cystitis,"ICStudy, LLC",COMPLETED,PHASE3,Interstitial Cystitis
NCT01316224,Prevalence and Incidence of Articular Symptoms and Signs Related to Psoriatic Arthritis in Patients With Psoriasis Severe or Moderate With Adalimumab Treatment,"AbbVie (prior sponsor, Abbott)",COMPLETED,N/A,Psoriasis | Psoriatic Arthritis
NCT05080218,COVID-19 VaccinE Response in Rheumatology Patients,Jeffrey Curtis,COMPLETED,PHASE4,Rheumatoid Arthritis | Psoriatic Arthritis | Spondylarthritis
NCT00517296,Endoscopic Ultrasound (EUS) Guided Treatment With Humira for Crohn's Perianal Fistulas,Vanderbilt University Medical Center,COMPLETED,PHASE4,Crohn Disease | Rectal Fistula
NCT02150473,The Effect of Adalimumab Plus Methotrexate (MTX) Versus Placebo Plus MTX on Cartilage in (RA) Patients,"Heinrich-Heine University, Duesseldorf",TERMINATED,PHASE3,Rheumatoid Arthritis
NCT05090124,Experimental Medicine Studies of the Brain in Patients With Rheumatoid Arthritis REALISE,NHS Greater Glasgow and Clyde,COMPLETED,NA,Rheumatoid Arthritis
NCT01079182,Basic Documentation of Adalimumab (Humira) in Patients With Ankylosing Spondylitis (AS),"AbbVie (prior sponsor, Abbott)",COMPLETED,N/A,Ankylosing Spondylitis
NCT01264770,Evaluation of Efficacy and Safety of Fostamatinib Monotherapy Compared With Adalimumab Monotherapy in Patients With Rheumatoid Arthritis (RA),AstraZeneca,TERMINATED,PHASE2,Rheumatoid Arthritis
NCT01812954,Economic Evaluation of Systemic Treatments for Moderate-to-severe Psoriasis,Jochen Schmitt.,COMPLETED,N/A,Psoriasis
NCT04429776,Tapering of Biologics in Inflammatory Arthritis Patients in Remission,University of Manchester,ACTIVE_NOT_RECRUITING,NA,Rheumatoid Arthritis | Psoriatic Arthritis
NCT05119452,Screening for Flare After b/tsDMARD Discontinuation in Rheumatoid Arthritis,Medical University of Vienna,UNKNOWN,NA,Rheumatoid Arthritis
NCT03651518,Personalized Therapies in Inflammatory Complex Disease,Assistance Publique - Hôpitaux de Paris,RECRUITING,PHASE2,Inflammatory Disease | Autoimmune Diseases
NCT04985435,Better After CHoosing. Randomly Allocated or Patient Preference Based Treatment With Filgotinib or TNFi in RA (BACH),R.Bos,RECRUITING,PHASE4,Rheumatoid Arthritis
NCT02744755,Clinical Trial to Compare Treatment With GP2017 and Humira® in Patients With Rheumatoid Arthritis,Sandoz,COMPLETED,PHASE3,Rheumatoid Arthritis
NCT01328366,Quality of Life and Psychosocial Factors Associated With Severe Psoriasis Following Treatment With Adalimumab,"AbbVie (prior sponsor, Abbott)",COMPLETED,N/A,Psoriasis
NCT01782469,Rheumatoid Arthritis Patients on Adalimumab to Evaluate Its Effect on Synovitis Using Ultrasonography in an Egyptian Population,"AbbVie (prior sponsor, Abbott)",TERMINATED,N/A,Rheumatoid Arthritis
NCT04643483,"A Study to Test Efficacy, Safety, and Pharmacokinetics of Certolizumab Pegol in Children and Adolescents With Moderately to Severely Active Crohn's Disease",UCB Biopharma SRL,WITHDRAWN,PHASE3,Crohn's Disease
NCT02207231,A Study of Guselkumab in the Treatment of Participants With Moderate to Severe Plaque-Type Psoriasis,"Janssen Research & Development, LLC",COMPLETED,PHASE3,Psoriasis
NCT00325078,Infliximab to Treat Crohn'S-like Inflammatory Bowel Disease in Chronic Granulomatous Disease,National Institute of Allergy and Infectious Diseases (NIAID),TERMINATED,PHASE1 | PHASE2,Chronic Granulomatous Disease | Crohn'S-like IBD | Inflammatory Bowel Disease (IBD)
NCT02602925,Tight Control Dose Reductions of Biologics in Psoriasis Patients With Low Disease Activity,Radboud University Medical Center,COMPLETED,PHASE4,Psoriasis
NCT01111240,Efficacy and Safety of Humira® in Patients With Psoriatic Arthritis in Normal Medical Practice,"AbbVie (prior sponsor, Abbott)",COMPLETED,N/A,Psoriatic Arthritis
NCT00055497,"Remission in Subjects With Crohn's Disease, 1 Year Phase",Abbott,COMPLETED,PHASE3,Crohn's Disease
NCT02092961,"Randomised Double-Blind, Placebo-Controlled, Parallel Group Study in Patients With Active Rheumatoid Arthritis:Magnetic Resonance Imaging Sub-Study",AstraZeneca,TERMINATED,PHASE2,Rheumatoid Arthritis
NCT07423533,Phase IIb Clinical Study to Assess the Efficacy and Safety of GenSci120 Injection in Patients With Moderately to Severely Active RA Who Have an Inadequate Response to at Least One DMARD,"Changchun GeneScience Pharmaceutical Co., Ltd.",NOT_YET_RECRUITING,PHASE2,Rheumatoid Arthritis
NCT02643654,MABp1 IN HIDRADENITIS SUPPURATIVA REFRACTORY TO ADALIMUMAB,"Evangelos J. Giamarellos-Bourboulis, M.D.",COMPLETED,PHASE2,Hidradenitis Suppurativa
NCT00735787,Controlled Study of Humira in Subjects With Chronic Plaque Psoriasis of the Hands and/or Feet,Abbott,COMPLETED,PHASE4,Psoriasis
NCT01356758,Cardiovascular Risk Assessment in Patients With Severe Psoriasis Treated With Biologic Agents,University of Aarhus,COMPLETED,N/A,Psoriasis | Atopic Dermatitis | Atherosclerosis
NCT01510548,ADALISKIAS: Adalimumab for Acute Disc Prolapse,Kuopio University Hospital,UNKNOWN,PHASE3,Disc Prolapse | Pain
NCT02132234,"Effects of Biological Treatment on Blood Pressure and Endothelial Function in Patients With Rheumatoid Arthritis, Psoriatic Arthritis and Ankylosing Spondylitis",Jagiellonian University,UNKNOWN,PHASE4,Rheumatoid Arthritis | Psoriatic Arthritis | Ankylosing Spondylitis | Hypertension
NCT05803187,Clinical Study of Stage IV Psoriasis in Children With Geleli,Bio-Thera Solutions,COMPLETED,N/A,Plaque Psoriasis
NCT00427921,Human Anti-TNF Monoclonal Antibody Adalimumab in Canadian Subjects With Moderate to Severe Crohn's Disease (ACCESS),Abbott,COMPLETED,PHASE3,Crohn's Disease
NCT02516384,Fecal Microbiota Transplantation (FMT) in the Management of Ulcerative Colitis (UC),Weill Medical College of Cornell University,COMPLETED,PHASE1,Ulcerative Colitis
NCT02079532,A Study of MabThera (Rituximab) in Patients With Rheumatoid Arthritis Who Have Had an Inadequate Response to a Single Anti-TNF Inhibitor,Hoffmann-La Roche,COMPLETED,PHASE3,Rheumatoid Arthritis
NCT02185014,"Open Label Study to Evaluate Long Term Efficacy, Safety and Tolerability of Repeated Dosing in Subjects With Crohn's Disease and Who Participated and Successfully Completed M14-115",AbbVie,COMPLETED,PHASE3,Crohn's Disease
NCT05928039,PATHFINDER: Evaluating the Optimal First-Line Treatment Strategy for Moderate-to-Severely Active Ileal-dominant Crohn's Disease,University of Calgary,RECRUITING,PHASE4,Crohn Disease
NCT06996652,An Exploratory Study of the Potential for Rational Immune System Manipulation to Prevent Emergence of Synucleinopathy Manifestations in Persons With REM Sleep Behavior Disorder (RBD),Yale University,NOT_YET_RECRUITING,PHASE2,REM Sleep Behavior Disorder
NCT02578238,"Post-Marketing Surveillance of Humira in Korean Pediatric Crohn's Disease (CD) Patients Under the ""New-Drug Re-examination""",AbbVie,COMPLETED,N/A,Pediatric Crohn's Disease
NCT02627924,Real-World Outcome of Rheumatoid Arthritis Patients in Korea on Adalimumab,AbbVie,COMPLETED,N/A,Rheumatoid Arthritis
NCT01986127,Adalimumab Intralesional in Intestinal Strictures of Crohn's Disease Patients,Sara Varea,TERMINATED,PHASE3,Crohn's Disease
NCT04115423,A Retrospective Cohort Study on the Risk of Serious Infections in Rheumatoid Arthritis Patients Receiving Tocilizumab,Sungkyunkwan University,UNKNOWN,N/A,Infection | Rheumatoid Arthritis
NCT01369329,A Study to Evaluate the Safety and Efficacy of Ustekinumab in Patients With Moderately to Severely Active Crohn's Disease Who Have Failed or Are Intolerant to Tumor Necrosis Factor (TNF) Antagonist Therapy (UNITI-1),"Janssen Research & Development, LLC",COMPLETED,PHASE3,Crohn's Disease | IBD | Colitis | Inflammatory Bowel Disease
NCT05040854,Can we Rely on HLA to Predict Resistance to Biological Therapy in IBD Patients,Centro Hospitalar Tondela-Viseu,UNKNOWN,N/A,Inflammatory Bowel Diseases
NCT01870986,Study Of PF-06410293 And Adalimumab In Healthy Subjects (REFLECTIONS B538-01),Pfizer,COMPLETED,PHASE1,Healthy
NCT03739853,Severe Psoriatic Arthritis - Early intervEntion to Control Disease: the SPEED Trial,University of Oxford,COMPLETED,PHASE4,Psoriatic Arthritis
